Year,State,Category,Label (Grouping),Value
2021,Alabama,Families!!Estimate,PERCENT ALLOCATED,
2021,Alabama,Families!!Estimate,    Household income in the past 12 months,(X)
2021,Alabama,Families!!Estimate,    Family income in the past 12 months,43.2%
2021,Alabama,Families!!Estimate,    Nonfamily income in the past 12 months,(X)
2021,Alabama,Married-couple families!!Estimate,Total,"904,392"
2021,Alabama,Married-couple families!!Estimate,"    Less than $10,000",1.7%
2021,Alabama,Married-couple families!!Estimate,"    $10,000 to $14,999",1.3%
2021,Alabama,Married-couple families!!Estimate,"    $15,000 to $24,999",3.8%
2021,Alabama,Married-couple families!!Estimate,"    $25,000 to $34,999",5.8%
2021,Alabama,Married-couple families!!Estimate,"    $35,000 to $49,999",10.5%
2021,Alabama,Married-couple families!!Estimate,"    $50,000 to $74,999",18.2%
2021,Alabama,Married-couple families!!Estimate,"    $75,000 to $99,999",16.9%
2021,Alabama,Married-couple families!!Estimate,"    $100,000 to $149,999",21.7%
2021,Alabama,Married-couple families!!Estimate,"    $150,000 to $199,999",10.4%
2021,Alabama,Married-couple families!!Estimate,"    $200,000 or more",9.6%
2021,Alabama,Married-couple families!!Estimate,Median income (dollars),"87,316"
2021,Alabama,Married-couple families!!Estimate,Mean income (dollars),"109,580"
2021,Alabama,Married-couple families!!Estimate,PERCENT ALLOCATED,
2021,Alabama,Married-couple families!!Estimate,    Household income in the past 12 months,(X)
2021,Alabama,Married-couple families!!Estimate,    Family income in the past 12 months,(X)
2021,Alabama,Married-couple families!!Estimate,    Nonfamily income in the past 12 months,(X)
2021,Alabama,Nonfamily households!!Estimate,Total,"696,176"
2021,Alabama,Nonfamily households!!Estimate,"    Less than $10,000",14.5%
2021,Alabama,Nonfamily households!!Estimate,"    $10,000 to $14,999",10.8%
2021,Alabama,Nonfamily households!!Estimate,"    $15,000 to $24,999",17.5%
2021,Alabama,Nonfamily households!!Estimate,"    $25,000 to $34,999",12.1%
2021,Alabama,Nonfamily households!!Estimate,"    $35,000 to $49,999",15.5%
2021,Alabama,Nonfamily households!!Estimate,"    $50,000 to $74,999",15.4%
2021,Alabama,Nonfamily households!!Estimate,"    $75,000 to $99,999",6.6%
2021,Alabama,Nonfamily households!!Estimate,"    $100,000 to $149,999",5.1%
2021,Alabama,Nonfamily households!!Estimate,"    $150,000 to $199,999",1.4%
2021,Alabama,Nonfamily households!!Estimate,"    $200,000 or more",1.2%
2021,Alabama,Nonfamily households!!Estimate,Median income (dollars),"30,575"
2021,Alabama,Nonfamily households!!Estimate,Mean income (dollars),"42,781"
2021,Alabama,Nonfamily households!!Estimate,PERCENT ALLOCATED,
2021,Alabama,Nonfamily households!!Estimate,    Household income in the past 12 months,(X)
2021,Alabama,Nonfamily households!!Estimate,    Family income in the past 12 months,(X)
2021,Alabama,Nonfamily households!!Estimate,    Nonfamily income in the past 12 months,36.0%
2021,Alaska,Households!!Estimate,Total,"271,311"
2021,Alaska,Households!!Estimate,"    Less than $10,000",5.4%
2021,Alaska,Households!!Estimate,"    $10,000 to $14,999",3.0%
2021,Alaska,Households!!Estimate,"    $15,000 to $24,999",6.3%
2021,Alaska,Households!!Estimate,"    $25,000 to $34,999",6.2%
2021,Alaska,Households!!Estimate,"    $35,000 to $49,999",10.3%
2021,Alaska,Households!!Estimate,"    $50,000 to $74,999",16.7%
2021,Alaska,Households!!Estimate,"    $75,000 to $99,999",13.6%
2021,Alaska,Households!!Estimate,"    $100,000 to $149,999",18.6%
2021,Alaska,Households!!Estimate,"    $150,000 to $199,999",9.7%
2021,Alaska,Households!!Estimate,"    $200,000 or more",10.2%
2021,Alaska,Households!!Estimate,Median income (dollars),"77,845"
2021,Alaska,Households!!Estimate,Mean income (dollars),"100,519"
2021,Alaska,Households!!Estimate,PERCENT ALLOCATED,
2021,Alaska,Households!!Estimate,    Household income in the past 12 months,36.7%
2021,Alaska,Households!!Estimate,    Family income in the past 12 months,(X)
2021,Alaska,Households!!Estimate,    Nonfamily income in the past 12 months,(X)
2021,Alaska,Families!!Estimate,Total,"172,376"
2021,Alaska,Families!!Estimate,"    Less than $10,000",2.6%
2021,Alaska,Families!!Estimate,"    $10,000 to $14,999",1.3%
2021,Alaska,Families!!Estimate,"    $15,000 to $24,999",4.1%
2021,Alaska,Families!!Estimate,"    $25,000 to $34,999",4.4%
2021,Alaska,Families!!Estimate,"    $35,000 to $49,999",9.2%
2021,Alaska,Families!!Estimate,"    $50,000 to $74,999",16.1%
2021,Alaska,Families!!Estimate,"    $75,000 to $99,999",14.8%
2021,Alaska,Families!!Estimate,"    $100,000 to $149,999",21.4%
2021,Alaska,Families!!Estimate,"    $150,000 to $199,999",12.3%
2021,Alaska,Families!!Estimate,"    $200,000 or more",13.7%
2021,Alaska,Families!!Estimate,Median income (dollars),"95,344"
2021,Alaska,Families!!Estimate,Mean income (dollars),"117,828"
2021,Alaska,Families!!Estimate,PERCENT ALLOCATED,
2021,Alaska,Families!!Estimate,    Household income in the past 12 months,(X)
2021,Alaska,Families!!Estimate,    Family income in the past 12 months,39.2%
2021,Alaska,Families!!Estimate,    Nonfamily income in the past 12 months,(X)
2021,Alaska,Married-couple families!!Estimate,Total,"129,937"
2021,Alaska,Married-couple families!!Estimate,"    Less than $10,000",0.8%
2021,Alaska,Married-couple families!!Estimate,"    $10,000 to $14,999",0.7%
2021,Alaska,Married-couple families!!Estimate,"    $15,000 to $24,999",2.4%
2021,Alaska,Married-couple families!!Estimate,"    $25,000 to $34,999",2.7%
2021,Alaska,Married-couple families!!Estimate,"    $35,000 to $49,999",7.4%
2021,Alaska,Married-couple families!!Estimate,"    $50,000 to $74,999",15.6%
2021,Alaska,Married-couple families!!Estimate,"    $75,000 to $99,999",14.8%
2021,Alaska,Married-couple families!!Estimate,"    $100,000 to $149,999",23.8%
2021,Alaska,Married-couple families!!Estimate,"    $150,000 to $199,999",14.5%
2021,Alaska,Married-couple families!!Estimate,"    $200,000 or more",17.1%
2021,Alaska,Married-couple families!!Estimate,Median income (dollars),"109,728"
2021,Alaska,Married-couple families!!Estimate,Mean income (dollars),"133,300"
2021,Alaska,Married-couple families!!Estimate,PERCENT ALLOCATED,
2021,Alaska,Married-couple families!!Estimate,    Household income in the past 12 months,(X)
2021,Alaska,Married-couple families!!Estimate,    Family income in the past 12 months,(X)
2021,Alaska,Married-couple families!!Estimate,    Nonfamily income in the past 12 months,(X)
2021,Alaska,Nonfamily households!!Estimate,Total,"98,935"
2021,Alaska,Nonfamily households!!Estimate,"    Less than $10,000",10.9%
2021,Alaska,Nonfamily households!!Estimate,"    $10,000 to $14,999",6.1%
2021,Alaska,Nonfamily households!!Estimate,"    $15,000 to $24,999",10.3%
2021,Alaska,Nonfamily households!!Estimate,"    $25,000 to $34,999",10.7%
2021,Alaska,Nonfamily households!!Estimate,"    $35,000 to $49,999",13.7%
2021,Alaska,Nonfamily households!!Estimate,"    $50,000 to $74,999",17.3%
2021,Alaska,Nonfamily households!!Estimate,"    $75,000 to $99,999",10.7%
2021,Alaska,Nonfamily households!!Estimate,"    $100,000 to $149,999",12.9%
2021,Alaska,Nonfamily households!!Estimate,"    $150,000 to $199,999",4.7%
2021,Alaska,Nonfamily households!!Estimate,"    $200,000 or more",2.7%
2021,Alaska,Nonfamily households!!Estimate,Median income (dollars),"48,081"
2021,Alaska,Nonfamily households!!Estimate,Mean income (dollars),"64,656"
2021,Alaska,Nonfamily households!!Estimate,PERCENT ALLOCATED,
2021,Alaska,Nonfamily households!!Estimate,    Household income in the past 12 months,(X)
2021,Alaska,Nonfamily households!!Estimate,    Family income in the past 12 months,(X)
2021,Alaska,Nonfamily households!!Estimate,    Nonfamily income in the past 12 months,31.1%
2021,Arizona,Households!!Estimate,Total,"2,817,723"
2021,Arizona,Households!!Estimate,"    Less than $10,000",5.6%
2021,Arizona,Households!!Estimate,"    $10,000 to $14,999",3.2%
2021,Arizona,Households!!Estimate,"    $15,000 to $24,999",7.1%
2021,Arizona,Households!!Estimate,"    $25,000 to $34,999",7.8%
2021,Arizona,Households!!Estimate,"    $35,000 to $49,999",12.4%
2021,Arizona,Households!!Estimate,"    $50,000 to $74,999",17.8%
2021,Arizona,Households!!Estimate,"    $75,000 to $99,999",13.6%
2021,Arizona,Households!!Estimate,"    $100,000 to $149,999",17.1%
2021,Arizona,Households!!Estimate,"    $150,000 to $199,999",7.2%
2021,Arizona,Households!!Estimate,"    $200,000 or more",8.1%
2021,Arizona,Households!!Estimate,Median income (dollars),"69,056"
2021,Arizona,Households!!Estimate,Mean income (dollars),"93,177"
2021,Arizona,Households!!Estimate,PERCENT ALLOCATED,
2021,Arizona,Households!!Estimate,    Household income in the past 12 months,40.3%
2021,Arizona,Households!!Estimate,    Family income in the past 12 months,(X)
2021,Arizona,Households!!Estimate,    Nonfamily income in the past 12 months,(X)
2021,Arizona,Families!!Estimate,Total,"1,846,358"
2021,Arizona,Families!!Estimate,"    Less than $10,000",3.8%
2021,Arizona,Families!!Estimate,"    $10,000 to $14,999",1.8%
2021,Arizona,Families!!Estimate,"    $15,000 to $24,999",4.7%
2021,Arizona,Families!!Estimate,"    $25,000 to $34,999",6.3%
2021,Arizona,Families!!Estimate,"    $35,000 to $49,999",11.4%
2021,Arizona,Families!!Estimate,"    $50,000 to $74,999",17.5%
2021,Arizona,Families!!Estimate,"    $75,000 to $99,999",15.0%
2021,Arizona,Families!!Estimate,"    $100,000 to $149,999",20.3%
2021,Arizona,Families!!Estimate,"    $150,000 to $199,999",8.9%
2021,Arizona,Families!!Estimate,"    $200,000 or more",10.2%
2021,Arizona,Families!!Estimate,Median income (dollars),"81,622"
2021,Arizona,Families!!Estimate,Mean income (dollars),"106,698"
2021,Arizona,Families!!Estimate,PERCENT ALLOCATED,
2021,Arizona,Families!!Estimate,    Household income in the past 12 months,(X)
2021,Arizona,Families!!Estimate,    Family income in the past 12 months,42.4%
2021,Arizona,Families!!Estimate,    Nonfamily income in the past 12 months,(X)
2021,Arizona,Married-couple families!!Estimate,Total,"1,344,242"
2021,Arizona,Married-couple families!!Estimate,"    Less than $10,000",1.7%
2021,Arizona,Married-couple families!!Estimate,"    $10,000 to $14,999",1.0%
2021,Arizona,Married-couple families!!Estimate,"    $15,000 to $24,999",3.0%
2021,Arizona,Married-couple families!!Estimate,"    $25,000 to $34,999",4.5%
2021,Arizona,Married-couple families!!Estimate,"    $35,000 to $49,999",9.2%
2021,Arizona,Married-couple families!!Estimate,"    $50,000 to $74,999",16.8%
2021,Arizona,Married-couple families!!Estimate,"    $75,000 to $99,999",16.1%
2021,Arizona,Married-couple families!!Estimate,"    $100,000 to $149,999",23.8%
2021,Arizona,Married-couple families!!Estimate,"    $150,000 to $199,999",10.9%
2021,Arizona,Married-couple families!!Estimate,"    $200,000 or more",12.9%
2021,Arizona,Married-couple families!!Estimate,Median income (dollars),"95,718"
2021,Arizona,Married-couple families!!Estimate,Mean income (dollars),"122,243"
2021,Arizona,Married-couple families!!Estimate,PERCENT ALLOCATED,
2021,Arizona,Married-couple families!!Estimate,    Household income in the past 12 months,(X)
2021,Arizona,Married-couple families!!Estimate,    Family income in the past 12 months,(X)
2021,Arizona,Married-couple families!!Estimate,    Nonfamily income in the past 12 months,(X)
2021,Arizona,Nonfamily households!!Estimate,Total,"971,365"
2021,Arizona,Nonfamily households!!Estimate,"    Less than $10,000",10.3%
2021,Arizona,Nonfamily households!!Estimate,"    $10,000 to $14,999",6.3%
2021,Arizona,Nonfamily households!!Estimate,"    $15,000 to $24,999",12.5%
2021,Arizona,Nonfamily households!!Estimate,"    $25,000 to $34,999",11.3%
2021,Arizona,Nonfamily households!!Estimate,"    $35,000 to $49,999",15.4%
2021,Arizona,Nonfamily households!!Estimate,"    $50,000 to $74,999",18.0%
2021,Arizona,Nonfamily households!!Estimate,"    $75,000 to $99,999",10.0%
2021,Arizona,Nonfamily households!!Estimate,"    $100,000 to $149,999",9.6%
2021,Arizona,Nonfamily households!!Estimate,"    $150,000 to $199,999",3.3%
2021,Arizona,Nonfamily households!!Estimate,"    $200,000 or more",3.3%
2021,Arizona,Nonfamily households!!Estimate,Median income (dollars),"43,690"
2021,Arizona,Nonfamily households!!Estimate,Mean income (dollars),"61,821"
2021,Arizona,Nonfamily households!!Estimate,PERCENT ALLOCATED,
2021,Arizona,Nonfamily households!!Estimate,    Household income in the past 12 months,(X)
2021,Arizona,Nonfamily households!!Estimate,    Family income in the past 12 months,(X)
2021,Arizona,Nonfamily households!!Estimate,    Nonfamily income in the past 12 months,34.5%
2021,Arkansas,Households!!Estimate,Total,"1,183,675"
2021,Arkansas,Households!!Estimate,"    Less than $10,000",7.6%
2021,Arkansas,Households!!Estimate,"    $10,000 to $14,999",5.4%
2021,Arkansas,Households!!Estimate,"    $15,000 to $24,999",10.4%
2021,Arkansas,Households!!Estimate,"    $25,000 to $34,999",10.0%
2021,Arkansas,Households!!Estimate,"    $35,000 to $49,999",13.9%
2021,Arkansas,Households!!Estimate,"    $50,000 to $74,999",18.1%
2021,Arkansas,Households!!Estimate,"    $75,000 to $99,999",12.3%
2021,Arkansas,Households!!Estimate,"    $100,000 to $149,999",12.5%
2021,Arkansas,Households!!Estimate,"    $150,000 to $199,999",4.9%
2021,Arkansas,Households!!Estimate,"    $200,000 or more",4.7%
2021,Arkansas,Households!!Estimate,Median income (dollars),"52,528"
2021,Arkansas,Households!!Estimate,Mean income (dollars),"73,126"
2021,Arkansas,Households!!Estimate,PERCENT ALLOCATED,
2021,Arkansas,Households!!Estimate,    Household income in the past 12 months,41.6%
2021,Arkansas,Households!!Estimate,    Family income in the past 12 months,(X)
2021,Arkansas,Households!!Estimate,    Nonfamily income in the past 12 months,(X)
2021,Arkansas,Families!!Estimate,Total,"777,631"
2021,Arkansas,Families!!Estimate,"    Less than $10,000",4.4%
2021,Arkansas,Families!!Estimate,"    $10,000 to $14,999",2.6%
2021,Arkansas,Families!!Estimate,"    $15,000 to $24,999",7.0%
2021,Arkansas,Families!!Estimate,"    $25,000 to $34,999",9.0%
2021,Arkansas,Families!!Estimate,"    $35,000 to $49,999",13.3%
2021,Arkansas,Families!!Estimate,"    $50,000 to $74,999",19.9%
2021,Arkansas,Families!!Estimate,"    $75,000 to $99,999",14.4%
2021,Arkansas,Families!!Estimate,"    $100,000 to $149,999",16.2%
2021,Arkansas,Families!!Estimate,"    $150,000 to $199,999",6.6%
2021,Arkansas,Families!!Estimate,"    $200,000 or more",6.5%
2021,Arkansas,Families!!Estimate,Median income (dollars),"66,148"
2021,Arkansas,Families!!Estimate,Mean income (dollars),"87,425"
2021,Arkansas,Families!!Estimate,PERCENT ALLOCATED,
2021,Arkansas,Families!!Estimate,    Household income in the past 12 months,(X)
2021,Arkansas,Families!!Estimate,    Family income in the past 12 months,42.7%
2021,Arkansas,Families!!Estimate,    Nonfamily income in the past 12 months,(X)
2021,Arkansas,Married-couple families!!Estimate,Total,"565,893"
2021,Arkansas,Married-couple families!!Estimate,"    Less than $10,000",1.6%
2021,Arkansas,Married-couple families!!Estimate,"    $10,000 to $14,999",1.4%
2021,Arkansas,Married-couple families!!Estimate,"    $15,000 to $24,999",4.9%
2021,Arkansas,Married-couple families!!Estimate,"    $25,000 to $34,999",6.6%
2021,Arkansas,Married-couple families!!Estimate,"    $35,000 to $49,999",11.8%
2021,Arkansas,Married-couple families!!Estimate,"    $50,000 to $74,999",20.7%
2021,Arkansas,Married-couple families!!Estimate,"    $75,000 to $99,999",16.2%
2021,Arkansas,Married-couple families!!Estimate,"    $100,000 to $149,999",19.7%
2021,Arkansas,Married-couple families!!Estimate,"    $150,000 to $199,999",8.6%
2021,Arkansas,Married-couple families!!Estimate,"    $200,000 or more",8.6%
2021,Arkansas,Married-couple families!!Estimate,Median income (dollars),"79,407"
2021,Arkansas,Married-couple families!!Estimate,Mean income (dollars),"102,157"
2021,Arkansas,Married-couple families!!Estimate,PERCENT ALLOCATED,
2021,Arkansas,Married-couple families!!Estimate,    Household income in the past 12 months,(X)
2021,Arkansas,Married-couple families!!Estimate,    Family income in the past 12 months,(X)
2021,Arkansas,Married-couple families!!Estimate,    Nonfamily income in the past 12 months,(X)
2021,Arkansas,Nonfamily households!!Estimate,Total,"406,044"
2021,Arkansas,Nonfamily households!!Estimate,"    Less than $10,000",15.0%
2021,Arkansas,Nonfamily households!!Estimate,"    $10,000 to $14,999",11.3%
2021,Arkansas,Nonfamily households!!Estimate,"    $15,000 to $24,999",17.5%
2021,Arkansas,Nonfamily households!!Estimate,"    $25,000 to $34,999",13.1%
2021,Arkansas,Nonfamily households!!Estimate,"    $35,000 to $49,999",15.0%
2021,Arkansas,Nonfamily households!!Estimate,"    $50,000 to $74,999",13.9%
2021,Arkansas,Nonfamily households!!Estimate,"    $75,000 to $99,999",6.9%
2021,Arkansas,Nonfamily households!!Estimate,"    $100,000 to $149,999",4.9%
2021,Arkansas,Nonfamily households!!Estimate,"    $150,000 to $199,999",1.3%
2021,Arkansas,Nonfamily households!!Estimate,"    $200,000 or more",1.2%
2021,Arkansas,Nonfamily households!!Estimate,Median income (dollars),"29,499"
2021,Arkansas,Nonfamily households!!Estimate,Mean income (dollars),"42,705"
2021,Arkansas,Nonfamily households!!Estimate,PERCENT ALLOCATED,
2021,Arkansas,Nonfamily households!!Estimate,    Household income in the past 12 months,(X)
2021,Arkansas,Nonfamily households!!Estimate,    Family income in the past 12 months,(X)
2021,Arkansas,Nonfamily households!!Estimate,    Nonfamily income in the past 12 months,38.0%
2021,California,Households!!Estimate,Total,"13,429,063"
2021,California,Households!!Estimate,"    Less than $10,000",5.3%
2021,California,Households!!Estimate,"    $10,000 to $14,999",3.5%
2021,California,Households!!Estimate,"    $15,000 to $24,999",6.0%
2021,California,Households!!Estimate,"    $25,000 to $34,999",6.2%
2021,California,Households!!Estimate,"    $35,000 to $49,999",9.0%
2021,California,Households!!Estimate,"    $50,000 to $74,999",14.7%
2021,California,Households!!Estimate,"    $75,000 to $99,999",12.2%
2021,California,Households!!Estimate,"    $100,000 to $149,999",17.6%
2021,California,Households!!Estimate,"    $150,000 to $199,999",10.0%
2021,California,Households!!Estimate,"    $200,000 or more",15.5%
2021,California,Households!!Estimate,Median income (dollars),"84,907"
2021,California,Households!!Estimate,Mean income (dollars),"120,953"
2021,California,Households!!Estimate,PERCENT ALLOCATED,
2021,California,Households!!Estimate,    Household income in the past 12 months,41.0%
2021,California,Households!!Estimate,    Family income in the past 12 months,(X)
2021,California,Households!!Estimate,    Nonfamily income in the past 12 months,(X)
2021,California,Families!!Estimate,Total,"9,146,618"
2021,California,Families!!Estimate,"    Less than $10,000",3.6%
2021,California,Families!!Estimate,"    $10,000 to $14,999",1.8%
2021,California,Families!!Estimate,"    $15,000 to $24,999",4.7%
2021,California,Families!!Estimate,"    $25,000 to $34,999",5.5%
2021,California,Families!!Estimate,"    $35,000 to $49,999",8.5%
2021,California,Families!!Estimate,"    $50,000 to $74,999",14.5%
2021,California,Families!!Estimate,"    $75,000 to $99,999",12.5%
2021,California,Families!!Estimate,"    $100,000 to $149,999",19.1%
2021,California,Families!!Estimate,"    $150,000 to $199,999",11.3%
2021,California,Families!!Estimate,"    $200,000 or more",18.5%
2021,California,Families!!Estimate,Median income (dollars),"97,388"
2021,California,Families!!Estimate,Mean income (dollars),"135,633"
2021,California,Families!!Estimate,PERCENT ALLOCATED,
2021,California,Families!!Estimate,    Household income in the past 12 months,(X)
2021,California,Families!!Estimate,    Family income in the past 12 months,43.3%
2021,California,Families!!Estimate,    Nonfamily income in the past 12 months,(X)
2021,California,Married-couple families!!Estimate,Total,"6,517,082"
2021,California,Married-couple families!!Estimate,"    Less than $10,000",1.8%
2021,California,Married-couple families!!Estimate,"    $10,000 to $14,999",1.0%
2021,California,Married-couple families!!Estimate,"    $15,000 to $24,999",3.3%
2021,California,Married-couple families!!Estimate,"    $25,000 to $34,999",3.8%
2021,California,Married-couple families!!Estimate,"    $35,000 to $49,999",6.7%
2021,California,Married-couple families!!Estimate,"    $50,000 to $74,999",13.1%
2021,California,Married-couple families!!Estimate,"    $75,000 to $99,999",12.4%
2021,California,Married-couple families!!Estimate,"    $100,000 to $149,999",20.8%
2021,California,Married-couple families!!Estimate,"    $150,000 to $199,999",13.5%
2021,California,Married-couple families!!Estimate,"    $200,000 or more",23.7%
2021,California,Married-couple families!!Estimate,Median income (dollars),"116,870"
2021,California,Married-couple families!!Estimate,Mean income (dollars),"158,399"
2021,California,Married-couple families!!Estimate,PERCENT ALLOCATED,
2021,California,Married-couple families!!Estimate,    Household income in the past 12 months,(X)
2021,California,Married-couple families!!Estimate,    Family income in the past 12 months,(X)
2021,California,Married-couple families!!Estimate,    Nonfamily income in the past 12 months,(X)
2021,California,Nonfamily households!!Estimate,Total,"4,282,445"
2021,California,Nonfamily households!!Estimate,"    Less than $10,000",10.3%
2021,California,Nonfamily households!!Estimate,"    $10,000 to $14,999",7.5%
2021,California,Nonfamily households!!Estimate,"    $15,000 to $24,999",9.7%
2021,California,Nonfamily households!!Estimate,"    $25,000 to $34,999",8.6%
2021,California,Nonfamily households!!Estimate,"    $35,000 to $49,999",10.7%
2021,California,Nonfamily households!!Estimate,"    $50,000 to $74,999",15.4%
2021,California,Nonfamily households!!Estimate,"    $75,000 to $99,999",11.0%
2021,California,Nonfamily households!!Estimate,"    $100,000 to $149,999",13.0%
2021,California,Nonfamily households!!Estimate,"    $150,000 to $199,999",6.1%
2021,California,Nonfamily households!!Estimate,"    $200,000 or more",7.6%
2021,California,Nonfamily households!!Estimate,Median income (dollars),"54,015"
2021,California,Nonfamily households!!Estimate,Mean income (dollars),"81,318"
2021,California,Nonfamily households!!Estimate,PERCENT ALLOCATED,
2021,California,Nonfamily households!!Estimate,    Household income in the past 12 months,(X)
2021,California,Nonfamily households!!Estimate,    Family income in the past 12 months,(X)
2021,California,Nonfamily households!!Estimate,    Nonfamily income in the past 12 months,33.9%
2021,Colorado,Households!!Estimate,Total,"2,313,042"
2021,Colorado,Households!!Estimate,"    Less than $10,000",4.8%
2021,Colorado,Households!!Estimate,"    $10,000 to $14,999",2.7%
2021,Colorado,Households!!Estimate,"    $15,000 to $24,999",5.4%
2021,Colorado,Households!!Estimate,"    $25,000 to $34,999",6.3%
2021,Colorado,Households!!Estimate,"    $35,000 to $49,999",10.2%
2021,Colorado,Households!!Estimate,"    $50,000 to $74,999",16.3%
2021,Colorado,Households!!Estimate,"    $75,000 to $99,999",13.3%
2021,Colorado,Households!!Estimate,"    $100,000 to $149,999",18.6%
2021,Colorado,Households!!Estimate,"    $150,000 to $199,999",10.3%
2021,Colorado,Households!!Estimate,"    $200,000 or more",12.0%
2021,Colorado,Households!!Estimate,Median income (dollars),"82,254"
2021,Colorado,Households!!Estimate,Mean income (dollars),"110,650"
2021,Colorado,Households!!Estimate,PERCENT ALLOCATED,
2021,Colorado,Households!!Estimate,    Household income in the past 12 months,35.8%
2021,Colorado,Households!!Estimate,    Family income in the past 12 months,(X)
2021,Colorado,Households!!Estimate,    Nonfamily income in the past 12 months,(X)
2021,Colorado,Families!!Estimate,Total,"1,448,655"
2021,Colorado,Families!!Estimate,"    Less than $10,000",2.7%
2021,Colorado,Families!!Estimate,"    $10,000 to $14,999",1.3%
2021,Colorado,Families!!Estimate,"    $15,000 to $24,999",3.2%
2021,Colorado,Families!!Estimate,"    $25,000 to $34,999",4.6%
2021,Colorado,Families!!Estimate,"    $35,000 to $49,999",8.2%
2021,Colorado,Families!!Estimate,"    $50,000 to $74,999",14.8%
2021,Colorado,Families!!Estimate,"    $75,000 to $99,999",14.2%
2021,Colorado,Families!!Estimate,"    $100,000 to $149,999",21.9%
2021,Colorado,Families!!Estimate,"    $150,000 to $199,999",13.1%
2021,Colorado,Families!!Estimate,"    $200,000 or more",16.2%
2021,Colorado,Families!!Estimate,Median income (dollars),"102,073"
2021,Colorado,Families!!Estimate,Mean income (dollars),"131,631"
2021,Colorado,Families!!Estimate,PERCENT ALLOCATED,
2021,Colorado,Families!!Estimate,    Household income in the past 12 months,(X)
2021,Colorado,Families!!Estimate,    Family income in the past 12 months,37.2%
2021,Colorado,Families!!Estimate,    Nonfamily income in the past 12 months,(X)
2021,Colorado,Married-couple families!!Estimate,Total,"1,124,072"
2021,Colorado,Married-couple families!!Estimate,"    Less than $10,000",1.1%
2021,Colorado,Married-couple families!!Estimate,"    $10,000 to $14,999",0.7%
2021,Colorado,Married-couple families!!Estimate,"    $15,000 to $24,999",2.1%
2021,Colorado,Married-couple families!!Estimate,"    $25,000 to $34,999",3.2%
2021,Colorado,Married-couple families!!Estimate,"    $35,000 to $49,999",6.4%
2021,Colorado,Married-couple families!!Estimate,"    $50,000 to $74,999",13.3%
2021,Colorado,Married-couple families!!Estimate,"    $75,000 to $99,999",13.9%
2021,Colorado,Married-couple families!!Estimate,"    $100,000 to $149,999",24.3%
2021,Colorado,Married-couple families!!Estimate,"    $150,000 to $199,999",15.3%
2021,Colorado,Married-couple families!!Estimate,"    $200,000 or more",19.7%
2021,Colorado,Married-couple families!!Estimate,Median income (dollars),"116,632"
2021,Colorado,Married-couple families!!Estimate,Mean income (dollars),"148,093"
2021,Colorado,Married-couple families!!Estimate,PERCENT ALLOCATED,
2021,Colorado,Married-couple families!!Estimate,    Household income in the past 12 months,(X)
2021,Colorado,Married-couple families!!Estimate,    Family income in the past 12 months,(X)
2021,Colorado,Married-couple families!!Estimate,    Nonfamily income in the past 12 months,(X)
2021,Colorado,Nonfamily households!!Estimate,Total,"864,387"
2021,Colorado,Nonfamily households!!Estimate,"    Less than $10,000",9.0%
2021,Colorado,Nonfamily households!!Estimate,"    $10,000 to $14,999",5.4%
2021,Colorado,Nonfamily households!!Estimate,"    $15,000 to $24,999",9.7%
